Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
VTHR,Vanguard Russell 3000 ETF,104.83,$304.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vthr
VCSH,Vanguard Short-Term Corporate Bond ETF,79.42,$15.93B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcsh
VGSH,Vanguard Short-Term Government ETF,60.73,$1.03B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgsh
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,49.23,$2.96B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtip
BNDX,Vanguard Total International Bond ETF,54.03,$6.1B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bndx
VXUS,Vanguard Total International Stock ETF,47.52,$6.65B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vxus
VRNS,"Varonis Systems, Inc.",29.1,$776.29M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vrns
VDSI,"VASCO Data Security International, Inc.",14.85,$596.92M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/vdsi
VBLT,Vascular Biogenics Ltd.,5.25,$141.18M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vblt
VASC,"Vascular Solutions, Inc.",55.85,$981.2M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/vasc
VBIV,"VBI Vaccines, Inc.",3.35,$132.13M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vbiv
WOOF,VCA Inc. ,91.25,$7.44B,2001,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/woof
VECO,Veeco Instruments Inc.,27.4,$1.11B,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/veco
DGLD,VelocityShares 3x Inverse Gold ETN linked to S&P GSCI Gold Ind,57.08,$13.07M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dgld
DSLV,VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver,27.27,$8.02M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dslv
UGLD,VelocityShares 3x Long Gold ETN linked to the S&P GSCI Gold In,9.4,$89.45M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ugld
USLV,VelocityShares 3x Long Silver ETN linked to the S&P GSCI Silve,13.29,$217.86M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/uslv
TVIZ,VelocityShares Daily 2x VIX Medium Term ETN,6.61,$1.25M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tviz
TVIX,VelocityShares Daily 2x VIX Short Term ETN,6.67,$177.66M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tvix
ZIV,VelocityShares Daily Inverse VIX Medium Term ETN,49.52,$77.4M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ziv
XIV,VelocityShares Daily Inverse VIX Short Term ETN,55.28,$665.79M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/xiv
VIIZ,VelocityShares VIX Medium Term ETN,11.31,$1.02M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/viiz
VIIX,VelocityShares VIX Short Term ETN,7.26,$9.41M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/viix
VRA,"Vera Bradley, Inc.",11.88,$430.19M,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/vra
VCYT,"Veracyte, Inc.",7.7,$215.22M,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/vcyt
VSTM,"Verastem, Inc.",1.19,$44.02M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vstm
VCEL,Vericel Corporation,2.95,$96.89M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vcel
VRNT,Verint Systems Inc.,38.15,$2.39B,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/vrnt
VRSN,"VeriSign, Inc.",80.8,$8.45B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/vrsn
VRSK,"Verisk Analytics, Inc.",82.63,$13.84B,2009,Technology,EDP Services,http://www.nasdaq.com/symbol/vrsk
VBTX,"Veritex Holdings, Inc.",26.32,$282.57M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/vbtx
VRML,"Vermillion, Inc.",1.26,$65.86M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vrml
VSAR,"Versartis, Inc.",15.8,$549.78M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vsar
VTNR,"Vertex Energy, Inc",1.41,$46.74M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/vtnr
VRTX,Vertex Pharmaceuticals Incorporated,83.17,$20.63B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrtx
VRTB,"Vestin Realty Mortgage II, Inc.",2.35,$5.6M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vrtb
VIA,Viacom Inc.,42.8,$16.98B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/via
VIAB,Viacom Inc.,38.7,$13.45B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/viab
VMET,Viamet Pharmaceuticals Corp.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vmet
VSAT,"ViaSat, Inc.",65.32,$3.72B,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/vsat
VIAV,Viavi Solutions Inc.,8.59,$1.98B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/viav
VICL,Vical Incorporated,2.3214,$25.65M,1993,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vicl
VICR,Vicor Corporation,15.45,$600.32M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/vicr
CIZ,Victory CEMP Developed Enhanced Volatility Wtd Index ETF,29.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ciz
CEZ,Victory CEMP Emerging Market Volatility Wtd Index ETF,25.3067,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cez
CID,Victory CEMP International High Div Volatility Wtd Index ETF,32.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cid
CIL,Victory CEMP International Volatility Wtd Index ETF,33.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cil
CFO,Victory CEMP US 500 Enhanced Volatility Wtd Index ETF,41.02,$28.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfo
CFA,Victory CEMP US 500 Volatility Wtd Index ETF,40.98,$8.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfa
CSF,Victory CEMP US Discovery Enhanced Volatility Wtd Index ETF,40.489,$22.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csf
CDC,Victory CEMP US EQ Income Enhanced Volatility Wtd Index ETF,41.3601,$26.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdc
CDL,Victory CEMP US Large Cap High Div Volatility Wtd Index ETF,40.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdl
CSB,Victory CEMP US Small Cap High Div Volatility Wtd Index ETF,41.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csb
CSA,Victory CEMP US Small Cap Volatility Wtd Index ETF,41.4399,$2.12B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csa
VBND,Vident Core U.S. Bond Strategy Fund,49.06,$421.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vbnd
VUSE,Vident Core US Equity ETF,29.3,$445.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vuse
VIDI,Vident International Equity Fund,22.6195,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vidi
VDTH,Videocon d2h Limited,8.97,$941.99M,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/vdth
VRAY,"ViewRay, Inc.",3.19,$138.68M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/vray
VKTX,"Viking Therapeutics, Inc.",1.37,$27.63M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vktx
VKTXW,"Viking Therapeutics, Inc.",0.52,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vktxw
VBFC,Village Bank and Trust Financial Corp.,27.85,$39.79M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vbfc
VLGEA,"Village Super Market, Inc.",30.5,$432.21M,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/vlgea
VIP,VimpelCom Ltd.,3.97,$6.97B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vip
VNOM,Viper Energy Partners LP,16.77,$1.47B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vnom
VIRC,Virco Manufacturing Corporation,4.1,$62.24M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/virc
VIRT,"Virtu Financial, Inc.",16.05,$2.23B,2015,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/virt
VRTS,"Virtus Investment Partners, Inc.",123.1,$724.88M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/vrts
VRTU,Virtusa Corporation,27.61,$827.26M,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/vrtu
VISN,"VisionChina Media, Inc.",4.06,$20.86M,2007,Technology,Advertising,http://www.nasdaq.com/symbol/visn
VTGN,"VistaGen Therapeutics, Inc.",3.57,$29.92M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtgn
VTL,"Vital Therapies, Inc.",4.95,$158.65M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtl
VIVE,"Viveve Medical, Inc.",4.96,$52.82M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/vive
VVPR,VivoPower International PLC,5.02,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/vvpr
VVUS,"VIVUS, Inc.",1.2,$125.81M,1994,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vvus
VOD,Vodafone Group Plc,26.53,$70.46B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vod
VOXX,VOXX International Corporation,4.55,$109.93M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/voxx
VYGR,"Voyager Therapeutics, Inc.",11.91,$318.24M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vygr
VSEC,VSE Corporation,38.02,$410.57M,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsec
VTVT,vTv Therapeutics Inc.,5.39,$176.86M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtvt
VUZI,Vuzix Corporation,6.5,$127.17M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/vuzi
VWR,VWR Corporation,25.31,$3.33B,2014,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/vwr
WGBS,"WaferGen Bio-systems, Inc.",5.21,$3.94M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/wgbs
WBA,"Walgreens Boots Alliance, Inc.",83.82,$90.48B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/wba
WAFD,"Washington Federal, Inc.",34.05,$3.04B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wafd
WAFDW,"Washington Federal, Inc.",15.78,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wafdw
WASH,"Washington Trust Bancorp, Inc.",53.15,$910.01M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wash
WFBI,WashingtonFirst Bankshares Inc,28.52,$367.05M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wfbi
WSBF,"Waterstone Financial, Inc.",17.85,$524.54M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wsbf
WVE,WAVE Life Sciences Ltd.,28.05,$658.49M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/wve
WNFM,"Wayne Farms, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wnfm
WAYN,Wayne Savings Bancshares Inc.,17,$47.29M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wayn
WSTG,"Wayside Technology Group, Inc.",18.15,$83.83M,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/wstg
WCFB,"WCF Bancorp, Inc.",9.75,$24.99M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wcfb
WDFC,WD-40 Company,102.85,$1.45B,1973,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/wdfc
FLAG,WeatherStorm Forensic Accounting Long Short ETF,37.93,$15.17M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/flag
WEB,"Web.com Group, Inc.",19.55,$994.25M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/web
WBMD,WebMD Health Corp,50.99,$1.92B,2005,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wbmd
WCST,"Wecast Network, Inc.",1.23,$52.54M,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/wcst
WB,Weibo Corporation,47.69,$10.12B,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wb
WEBK,"Wellesley Bancorp, Inc.",27.5,$67.61M,2012,Finance,Banks,http://www.nasdaq.com/symbol/webk
WEN,Wendy&#39;s Company (The),13.89,$3.41B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/wen
WERN,"Werner Enterprises, Inc.",27.25,$1.96B,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/wern
WSBC,"WesBanco, Inc.",42.37,$1.86B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wsbc
WTBA,West Bancorporation,24.6,$396.99M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtba
WSTC,West Corporation,25.21,$2.1B,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wstc
WMAR,"West Marine, Inc.",10.22,$254.94M,1993,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/wmar
WABC,Westamerica Bancorporation,60.87,$1.56B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wabc
WBB,"Westbury Bancorp, Inc.",21,$86.06M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/wbb
WSTL,"Westell Technologies, Inc.",0.655,$40.39M,1995,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/wstl
WDC,Western Digital Corporation,71,$20.27B,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/wdc
WNEB,"Western New England Bancorp, Inc.",9.3,$281.32M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wneb
WLB,Westmoreland Coal Company,17.55,$325.91M,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/wlb
WPRT,Westport Fuel Systems Inc,1.22,$133.45M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wprt
WEYS,"Weyco Group, Inc.",29.14,$304.51M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/weys
WHLR,"Wheeler Real Estate Investment Trust, Inc.",1.7,$115.54M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/whlr
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",24.21,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/whlrd
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",22.7,$16.34M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/whlrp
WHLRW,"Wheeler Real Estate Investment Trust, Inc.",0.0453,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/whlrw
WHF,"WhiteHorse Finance, Inc.",12.65,$231.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/whf
WHFBL,"WhiteHorse Finance, Inc.",25.307,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/whfbl
WFM,"Whole Foods Market, Inc.",30.68,$9.77B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/wfm
WILN,Wi-LAN Inc,1.64,$194.46M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/wiln
WHLM,"Wilhelmina International, Inc.",7.5,$40.36M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/whlm
WVVI,"Willamette Valley Vineyards, Inc.",8,$39.84M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/wvvi
WVVIP,"Willamette Valley Vineyards, Inc.",5.9,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/wvvip
WLDN,"Willdan Group, Inc.",28.01,$233.19M,2006,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/wldn
WLFC,Willis Lease Finance Corporation,26.44,$171.59M,1996,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/wlfc
WLTW,Willis Towers Watson Public Limited Company,124.73,$17.06B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/wltw
WIN,"Windstream Holdings, Inc.",8.02,$770.84M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/win
WINT,"Windtree Therapeutics, Inc.",1.3799,$11.7M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/wint
WING,Wingstop Inc.,28.86,$829.65M,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/wing
WINA,Winmark Corporation,118,$486.4M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/wina
WINS,Wins Finance Holdings Inc.,233.4,$4.68B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wins
WTFC,Wintrust Financial Corporation,70.08,$3.63B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfc
WTFCM,Wintrust Financial Corporation,27.17,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfcm
WTFCW,Wintrust Financial Corporation,48.507,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfcw
AGZD,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F,48.32,$19.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agzd
AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,44.03,$17.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agnd
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,51,$7.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxse
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,20.5997,$22.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emcg
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,70.5086,$56.41M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emcb
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,21.56,$43.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgre
DXGE,WisdomTree Germany Hedged Equity Fund,28.7501,$126.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxge
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,24.01,$16.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyzd
WETF,"WisdomTree Investments, Inc.",11.38,$1.55B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/wetf
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,37.09,$103.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxjs
DXKW,WisdomTree Korea Hedged Equity Fund,22.94,$10.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxkw
GULF,WisdomTree Middle East Dividend Fund,17.81,$17.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gulf
HYND,WisdomTree Negative Duration High Yield Bond Fund,21.2219,$8.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hynd
CRDT,WisdomTree Strategic Corporate Bond Fund,74.0409,$7.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crdt
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,33.69,$1.11B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgrw
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,33.9,$89.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgrs
DXPS,WisdomTree United Kingdom Hedged Equity Fund,24.0933,$19.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxps
UBND,WisdomTree Western Asset Unconstrained Bond Fund,49.6499,$4.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubnd
WIX,Wix.com Ltd.,50.65,$2.04B,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wix
WMIH,WMIH Corp.,1.5,$309.57M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wmih
WBKC,"Wolverine Bancorp, Inc.",32,$67.16M,2011,Finance,Banks,http://www.nasdaq.com/symbol/wbkc
WWD,"Woodward, Inc.",69.58,$4.29B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wwd
WKHS,"Workhorse Group, Inc.",5.99,$158.91M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/wkhs
WRLD,World Acceptance Corporation,59.34,$526.15M,1991,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wrld
WPCS,WPCS International Incorporated,1.57,$4.54M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/wpcs
WPPGY,WPP plc,114.56,$30.47B,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/wppgy
WMGI,Wright Medical Group N.V.,25.23,$2.61B,2011,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/wmgi
WMGIZ,Wright Medical Group N.V.,1.37,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/wmgiz
WSFS,WSFS Financial Corporation,45.3,$1.42B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wsfs
WSFSL,WSFS Financial Corporation,25.7499,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wsfsl
WSCI,WSI Industries Inc.,3,$8.76M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wsci
WVFC,WVS Financial Corp.,14.5746,$29.27M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/wvfc
WYNN,"Wynn Resorts, Limited",90.53,$9.21B,2002,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/wynn
XBIT,XBiotech Inc.,10.03,$325.61M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xbit
XELB,"Xcel Brands, Inc",4.55,$85M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/xelb
XCRA,Xcerra Corporation,7.9,$427.91M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xcra
XNCR,"Xencor, Inc.",26.16,$1.21B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xncr
XBIO,"Xenetic Biosciences, Inc.",4.4934,$37.24M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xbio
XBKS,"Xenith Bankshares, Inc.",28.43,$65.65M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/xbks
XENE,Xenon Pharmaceuticals Inc.,8.35,$149.41M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xene
